Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	         510	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         520	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         530	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         540	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         550	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         560	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         570	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         580	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         590	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         600	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         610	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         620	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         630	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         640	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         650	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         660	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         663	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         669	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         679	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         689	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         699	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         709	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         719	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         720	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         722	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         726	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         734	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         744	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         747	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         753	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         763	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         773	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         776	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         782	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         792	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         802	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         812	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         822	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         832	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         835	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         841	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         851	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         861	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         871	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         881	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         891	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000
	         900	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000	        1000

Row 22
	        TIME	        WBHP	        WBHP	        WBHP	        WBHP	        WBHP	        WBHP	        WBHP	        WBHP	        WBHP
	         DAY	        PSIA	        PSIA	        PSIA	        PSIA	        PSIA	        PSIA	        PSIA	        PSIA	        PSIA
	            	      PROD24	      PROD25	      PROD26	       PROD3	       PROD4	       PROD5	       PROD6	       PROD7	       PROD8
	           1	     3493.54	     3106.63	        1000	     3120.05	     3507.33	     3297.22	     2911.39	     3315.57	     3429.46
	        1.15	     3369.82	     3007.64	        1000	     3040.02	     3391.36	      3194.8	     2795.32	     3282.03	     3350.23
	     1.39425	     3362.38	     2991.98	        1000	     3024.99	     3383.88	     3184.33	     2772.99	      3274.8	     3344.53
